ขจร	kʰ a 1 . t͡ɕ ɔː n
ขจัด	kʰ a 1 . c a t 1
ขจัดปัญหา	kʰ a 1 . c a t 1 . p a n . h aː 4
ขจาย	kʰ a 1 . t͡ɕ aː j
ขจี	kʰ a 1 . t͡ɕ iː
ขณะ	kʰ a 1 . n a ʔ 1
ขณะที่	kʰ a 1 . n a 1 . tʰ iː 2
ขณะนี้	kʰ a 1 . n a 1 . n iː 3
ขณะเดียวกัน	kʰ a 1 . n a 1 . d iː a w . k a n
ขด	kʰ o t̚ 1
ขดลวด	kʰ o t 1 . l uː a t 2
ขดาน	kʰ a 1 . d aː n
ขน	kʰ o n 4
ขนนก	kʰ o n 4 . n o k̚ 3
ขนบ	kʰ a 1 . n o p̚ 1
ขนม	kʰ a 1 . n o m 4
ขนมจีน	kʰ a 1 . n o m 4 . t͡ɕ iː n
ขนมจีบ	kʰ a 1 . n o m 4 . t͡ɕ iː p̚ 1
ขนมปัง	kʰ a 1 . n o m 4 . p a ŋ
ขนมหวาน	kʰ a 1 . n o m 4 . w aː n 4
ขนมเบื้อง	kʰ a 1 . n o m 4 . b ɯ a̯ ŋ 2
ขนมเปียกปูน	kʰ a 1 . n o m 4 . p i a̯ k̚ 1 . p uː n
ขนรักแร้	kʰ o n 4 . r a k̚ 3 . r ɛː 3
ขนส่ง	kʰ o n 4 . s o ŋ 1
ขนอุย	kʰ o n 4 . ʔ u j
ขนอ่อน	kʰ o n 4 . ʔ ɔː n 1
ขนัด	kʰ a 1 . n a t̚ 1
ขนาด	kʰ a 1 . n aː t̚ 1
ขนาดที่	kʰ a 1 . n aː t 1 . tʰ iː 2
ขนาดเล็ก	kʰ a 1 . n aː t 1 . l e k 3
ขนาดใหญ่	kʰ a 1 . n aː t 1 . j a j 1
ขนาน	kʰ a 1 . n aː n 4
ขนุน	kʰ a 1 . n u n 4
ขนเพชร	kʰ o n 4 . pʰ e t̚ 3
ขบ	kʰ o p̚ 1
ขบถ	kʰ a 1 . b o t̚ 1
ขบวน	kʰ a 1 . b u a̯ n
ขบวนการ	kʰ a 1 . b uː a n . k aː n
ขบวร	kʰ a 1 . b u a̯ n
ขบูร	kʰ a 1 . b uː n
ขม	kʰ o m 4
ขมขื่น	kʰ o m 4 . kʰ ɯː n 1
ขมา	kʰ a 1 . m aː
ขมิ้น	kʰ a 1 . m i n 2
ขมิ้นกับปูน	kʰ a 1 . m i n 2 . k a p̚ 1 . p uː n
ขมุ	kʰ a 1 . m u ʔ 1
ขยะ	kʰ a 1 . j a ʔ 1
ขยะแขยง	kʰ a 1 . j a 1 . kʰ a 1 . j ɛː ŋ 4
ขยัน	kʰ a 1 . j a n 4
ขยับ	kʰ a 1 . j a p̚ 1
ขยาด	kʰ a 1 . j aː t̚ 1
ขยาย	kʰ a 1 . j aː j 4
ขยายความ	kʰ a 1 . j aː j 4 . kʰ w aː m
ขยายตัว	kʰ a 1 . j aː j 4 . t uː a
ขยายเสียง	kʰ a 1 . j aː j 4 . s iː a ŋ 4
ขยิบ	kʰ a 1 . j i p̚ 1
ขยี้	kʰ a 1 . j iː 2
ขยุกขยิก	kʰ a 1 . j u k̚ 1 . kʰ a 1 . j i k̚ 1
ขรึม	kʰ r ɯ m 4
ขรุขระ	kʰ r u 1 . kʰ r a ʔ 1
ขลาด	kʰ l aː t̚ 1
ขลิบ	kʰ l i p̚ 1
ขลุ่ย	kʰ l u j 1
ขลุ่ยอู้	kʰ l u j 1 . ʔ uː 2
ขวด	kʰ u a̯ t̚ 1
ขวบ	kʰ u a̯ p̚ 1
ขวัญ	kʰ w a n 4
ขวา	kʰ w aː 4
ขวาก	kʰ w aː k̚ 1
ขวากหนาม	kʰ w aː k̚ 1 . n aː m 4
ขวาง	kʰ w aː ŋ 4
ขวางทาง	kʰ w aː ŋ 4 . tʰ aː ŋ
ขวาน	kʰ w aː n 4
ขวิด	kʰ w i t̚ 1
ขว้าง	kʰ w aː ŋ 2
ขว้าว	kʰ w aː w 2
ขอ	kʰ ɔː 4
ขอความช่วยเหลือ	kʰ ɔː 4 . kʰ w aː m . c uː a j 2 . l ɯː a 4
ของ	kʰ ɔː ŋ 4
ของกำนัล	kʰ ɔː ŋ 4 . k a m . n a n
ของกิน	kʰ ɔː ŋ 4 . k i n
ของขลัง	kʰ ɔː ŋ 4 . kʰ l a ŋ 4
ของขวัญ	kʰ ɔː ŋ 4 . kʰ w a n 4
ของชำ	kʰ ɔː ŋ 4 . t͡ɕʰ a m
ของดี	kʰ ɔː ŋ 4 . d iː
ของตลาด	kʰ ɔː ŋ 4 . t a 1 . l aː t 1
ของฝาก	kʰ ɔː ŋ 4 . f aː k̚ 1
ของว่าง	kʰ ɔː ŋ 4 . w aː ŋ 2
ของสูง	kʰ ɔː ŋ 4 . s uː ŋ 4
ของหมั้น	kʰ ɔː ŋ 4 . m a n 2
ของหวาน	kʰ ɔː ŋ 4 . w aː n 4
ของเล่น	kʰ ɔː ŋ 4 . l e n 2
ของเสีย	kʰ ɔː ŋ 4 . s iː a 4
ของเหลว	kʰ ɔː ŋ 4 . l eː w 4
ของเหลือ	kʰ ɔː ŋ 4 . l ɯː a 4
ของแข็ง	kʰ ɔː ŋ 4 . kʰ ɛ ŋ 4
ของโจร	kʰ ɔː ŋ 4 . t͡ɕ oː n
ของไหล	kʰ ɔː ŋ 4 . l a j 4
ขอทาน	kʰ ɔː 4 . tʰ aː n
ขอน	kʰ ɔː n 4
ขอนแก่น	kʰ ɔː n 4 . k ɛ n 1
ขอนไม้	kʰ ɔː n 4 . m aː j 3
ขอบ	kʰ ɔː p̚ 1
ขอบคุณ	kʰ ɔː p̚ 1 . kʰ u n
ขอบพระคุณ	kʰ ɔː p̚ 1 . pʰ r a 3 . kʰ u n
ขอบฟ้า	kʰ ɔː p̚ 1 . f aː 3
ขอบเขต	kʰ ɔː p 1 . kʰ eː t 1
ขอบใจ	kʰ ɔː p̚ 1 . t͡ɕ a j
ขอม	kʰ ɔː m 4
ขอยืม	kʰ ɔː 4 . j ɯː m
ขอรับ	kʰ ɔː 4 . r a p̚ 3
ขอร้อง	kʰ ɔː 4 . r ɔː ŋ 3
ขอแสดงความยินดี	kʰ ɔː 4 . s a 1 . d ɛː ŋ . kʰ w aː m . j i n . d iː
ขอโทษ	kʰ ɔː 4 . tʰ oː t̚ 2
ขอให้	kʰ ɔː 4 . h a j 2
ขัง	kʰ a ŋ 4
ขัด	kʰ a t̚ 1
ขัดขวาง	kʰ a t̚ 1 . kʰ w aː ŋ 4
ขัดขืน	kʰ a t̚ 1 . kʰ ɯː n 4
ขัดข้อง	kʰ a t̚ 1 . kʰ ɔ ŋ 2
ขัดจังหวะ	kʰ a t 1 . c a ŋ . w a 1
ขัดเกลา	kʰ a t̚ 1 . k l a w
ขัดแย้ง	kʰ a t̚ 1 . j ɛː ŋ 3
ขัดใจ	kʰ a t̚ 1 . t͡ɕ a j
ขันทองพยาบาท	kʰ a n 4 . tʰ ɔː ŋ . pʰ a 3 . j aː . b aː t̚ 1
ขันที	kʰ a n 4 . tʰ iː
ขันหมาก	kʰ a n 4 . m aː k̚ 1
ขับ	kʰ a p̚ 1
ขับขี่	kʰ a p̚ 1 . kʰ iː 1
ขับร้อง	kʰ a p̚ 1 . r ɔː ŋ 3
ขับเคลื่อน	kʰ a p̚ 1 . kʰ l ɯ a̯ n 2
ขับเคลื่อนด้วย	kʰ a p 1 . kʰ l ɯː a n 2 . d uː a j 2
ขับไล่	kʰ a p̚ 1 . l a j 2
ขั้น	kʰ a n 2
ขั้นตอน	kʰ a n 2 . t ɔː n
ขั้นต้น	kʰ a n 2 . t o n 2
ขั้นบันได	kʰ a n 2 . b a n . d a j
ขั้นพื้นฐาน	kʰ a n 2 . pʰ ɯː n 3 . tʰ aː n 4
ขั้นสุดท้าย	kʰ a n 2 . s u t 1 . tʰ aː j 3
ขั้นสูง	kʰ a n 2 . s uː ŋ 4
ขั้นแรก	kʰ a n 2 . r ɛː k 2
ขั้ว	kʰ u a̯ 2
ขั้วโลก	kʰ u a̯ 2 . l oː k̚ 2
ขั้วโลกเหนือ	kʰ uː a 2 . l oː k 2 . n ɯː a 4
ขั้วโลกใต้	kʰ uː a 2 . l oː k 2 . t aː j 2
ขา	kʰ aː 4
ขากรรไกร	kʰ aː 4 . k a n . k r a j
ขาด	kʰ aː t̚ 1
ขาดคอช้าง	kʰ aː t̚ 1 . kʰ ɔː . t͡ɕʰ aː ŋ 3
ขาดดุล	kʰ aː t 1 . d u n
ขาดดุลการค้า	kʰ aː t 1 . d u n . k aː n . kʰ aː 3
ขาดแคลน	kʰ aː t 1 . kʰ l ɛː n
ขาดใจ	kʰ aː t̚ 1 . t͡ɕ a j
ขาน	kʰ aː n 4
ขาม	kʰ aː m 4
ขาย	kʰ aː j 4
ขายตัว	kʰ aː j 4 . t u a̯
ขายหน้า	kʰ aː j 4 . n aː 2
ขาล	kʰ aː n 4
ขาว	kʰ aː w 4
ขาออก	kʰ aː 4 . ʔ ɔː k 1
ขำ	kʰ a m 4
ขิง	kʰ i ŋ 4
ขิม	kʰ i m 4
ขีด	kʰ iː t̚ 1
ขีดความสามารถ	kʰ iː t 1 . kʰ w aː m . s aː 4 . m aː t 2
ขีดฆ่า	kʰ iː t̚ 1 . kʰ aː 2
ขีดจำกัด	kʰ iː t̚ 1 . t͡ɕ a m . k a t̚ 1
ขีดเส้นใต้	kʰ iː t 1 . s eː n 2 . t aː j 2
ขีปนาวุธ	kʰ iː 4 . p a 1 . n aː . w u t̚ 3
ขี่	kʰ iː 1
ขี่ช้างจับตั๊กแตน	kʰ iː 1 . t͡ɕʰ aː ŋ 3 . t͡ɕ a p̚ 1 . t a k̚ 3 . k a 1 . t ɛː n
ขี้	kʰ iː 2
ขี้ขลาด	kʰ iː 2 . kʰ l aː t̚ 1
ขี้ข้า	kʰ iː 2 . kʰ aː 2
ขี้คร้าน	kʰ iː 2 . kʰ r aː n 3
ขี้ตา	kʰ iː 2 . t aː
ขี้ทูด	kʰ iː 2 . tʰ uː t̚ 2
ขี้ผึ้ง	kʰ iː 2 . pʰ ɯ ŋ 2
ขี้มูก	kʰ iː 2 . m uː k̚ 2
ขี้ราดโทษล่อง	kʰ iː 2 . r aː t̚ 2 . tʰ oː t̚ 2 . l ɔ ŋ 2
ขี้ลืม	kʰ iː 2 . l ɯː m
ขี้หนู	kʰ iː 2 . n uː 4
ขี้หมูขี้หมา	kʰ iː 2 . m uː 4 . kʰ iː 2 . m aː 4
ขี้หู	kʰ iː 2 . h uː 4
ขี้เกียจ	kʰ iː 2 . k i a̯ t̚ 1
ขี้เถ้า	kʰ iː 2 . tʰ a w 2
ขี้เรื้อน	kʰ iː 2 . r ɯ a̯ n 3
ขี้เลื่อย	kʰ iː 2 . l ɯ a̯ j 2
ขี้เหนียว	kʰ iː 2 . n i a̯ w 4
ขี้เหร่	kʰ iː 2 . r eː 1
ขี้เหล็ก	kʰ iː 2 . l e k̚ 1
ขี้เหล้า	kʰ iː 2 . l a w 2
ขี้แย	kʰ iː 2 . j ɛː
ขี้โกง	kʰ iː 2 . k oː ŋ
ขี้ไคล	kʰ iː 2 . kʰ l a j
ขึง	kʰ ɯ ŋ 4
ขึงขัง	kʰ ɯ ŋ 4 . kʰ a ŋ 4
ขึ้น	kʰ ɯ n 2
ขึ้นกับ	kʰ ɯ n 2 . k a p 1
ขึ้นฉ่าย	kʰ ɯ n 2 . t͡ɕʰ aː j 1
ขึ้นทะเบียน	kʰ ɯ n 2 . tʰ a 3 . b i a̯ n
ขึ้นอยู่กับ	kʰ ɯ n 2 . j uː 1 . k a p 1
ขึ้นไป	kʰ ɯ n 2 . p a j
ขืน	kʰ ɯː n 4
ขื่อ	kʰ ɯː 1
ขุด	kʰ u t̚ 1
ขุน	kʰ u n 4
ขุนนาง	kʰ u n 4 . n aː ŋ
ขุนหมื่น	kʰ u n 4 . m ɯː n 1
ขุม	kʰ u m 4
ขุย	kʰ u j 4
ขุ่น	kʰ u n 1
ขุ่นเคือง	kʰ u n 1 . kʰ ɯ a̯ ŋ
ขูด	kʰ uː t̚ 1
ขู่	kʰ uː 1
ขโมย	kʰ a . m oː j
ข่ม	kʰ o m 1
ข่มขวัญ	t͡ɕʰ o m 2 . kʰ w a n 4
ข่มขืน	kʰ o m 1 . kʰ ɯː n 4
ข่มขืนกระทำชำเรา	kʰ o m 1 . kʰ ɯː n 4 . k r a 1 . tʰ a m . t͡ɕʰ a m . r a w
ข่มขู่	kʰ o m 1 . kʰ uː 1
ข่มเหง	kʰ o m 1 . h eː ŋ 4
ข่วน	kʰ u a̯ n 1
ข่า	kʰ aː 1
ข่าง	kʰ aː ŋ 1
ข่าย	kʰ aː j 1
ข่ายงาน	kʰ aː j 1 . ŋ aː n
ข่ายโทรศัพท์	kʰ aː j 1 . tʰ oː . r a 3 . s a p 1
ข่าว	kʰ aː w 1
ข่าวคราว	kʰ aː w 1 . kʰ r aː w
ข่าวลือ	kʰ aː w 1 . l ɯː
ข่าวสาร	kʰ aː w 1 . s aː n 4
ข้น	kʰ o n 2
ข้อ	kʰ ɔː 2
ข้อกำหนด	kʰ ɔː 2 . k a m . n o t 1
ข้อความ	kʰ ɔː 2 . kʰ w aː m
ข้อคิด	kʰ ɔː 2 . kʰ i t 3
ข้อคิดเห็น	kʰ ɔː 2 . kʰ i t 3 . h e n 4
ข้อง	kʰ ɔ ŋ 2
ข้อจำกัด	kʰ ɔː 2 . t͡ɕ a m . k a t̚ 1
ข้อดี	kʰ ɔː 2 . d iː
ข้อตกลง	kʰ ɔː 2 . t o k̚ 1 . l o ŋ
ข้อต่อ	kʰ ɔː 2 . t ɔː 1
ข้อน่าสังเกต	kʰ ɔː 2 . n aː 2 . s a ŋ 4 . k eː t 1
ข้อบังคับ	kʰ ɔː 2 . b a ŋ . kʰ a p̚ 3
ข้อปลีกย่อย	kʰ ɔː 2 . p l iː k 1 . j ɔː j 2
ข้อผิดพลาด	kʰ ɔː 2 . pʰ i t̚ 1 . pʰ l aː t̚ 2
ข้อผูกมัด	kʰ ɔː 2 . pʰ uː k̚ 1 . m a t̚ 3
ข้อมือ	kʰ ɔː 2 . m ɯː
ข้อมูล	kʰ ɔː 2 . m uː n
ข้อมูลข่าวสาร	kʰ ɔː 2 . m uː n . kʰ aː w 1 . s aː n 4
ข้อมูลออก	kʰ ɔː 2 . m uː n . ʔ ɔː k 1
ข้อมูลเข้า	kʰ ɔː 2 . m uː n . kʰ a w 2
ข้อยกเว้น	kʰ ɔː 2 . j o k̚ 3 . w e n 3
ข้อศอก	kʰ ɔː 2 . s ɔː k̚ 1
ข้อสรุป	kʰ ɔː 2 . s a 1 . r u p 1
ข้อสอบ	kʰ ɔː 2 . s ɔː p̚ 1
ข้อสันนิษฐาน	kʰ ɔː 2 . s a n 4 . n i t̚ 3 . tʰ aː n 4
ข้อห้าม	kʰ ɔː 2 . h aː m 2
ข้ออ้าง	kʰ ɔː 2 . ʔ aː ŋ 2
ข้อเท็จจริง	kʰ ɔː 2 . tʰ e t̚ 3 . t͡ɕ i ŋ
ข้อเท้า	kʰ ɔː 2 . tʰ aː w 3
ข้อเปรียบเทียบ	kʰ ɔː 2 . p r iː a p 1 . tʰ iː a p 2
ข้อเสนอ	kʰ ɔː 2 . s a 1 . n ɤː 4
ข้อเสนอแนะ	kʰ ɔː 2 . s a 1 . n ɤː 4 . n ɛ 3
ข้อเสีย	kʰ ɔː 2 . s i a̯ 4
ข้อแก้ตัว	kʰ ɔː 2 . k ɛː 2 . t u a̯
ข้อแนะนำ	kʰ ɔː 2 . n ɛ 3 . n a m
ข้อแม้	kʰ ɔː 2 . m ɛː 3
ข้อได้เปรียบ	kʰ ɔː 2 . d aː j 2 . p r iː a p 1
ข้า	kʰ aː 2
ข้าง	kʰ aː ŋ 2
ข้างต้น	kʰ aː ŋ 2 . t o n 2
ข้างนอก	kʰ aː ŋ 2 . n ɔː k̚ 2
ข้างน้อย	kʰ aː ŋ 2 . n ɔː j 3
ข้างบน	kʰ aː ŋ 2 . b o n
ข้างมาก	kʰ aː ŋ 2 . m aː k 2
ข้างล่าง	kʰ aː ŋ 2 . l aː ŋ 2
ข้างหน้า	kʰ aː ŋ 2 . n aː 2
ข้างหลัง	kʰ aː ŋ 2 . l a ŋ 4
ข้างเคียง	kʰ aː ŋ 2 . kʰ iː a ŋ
ข้างใน	kʰ aː ŋ 2 . n a j
ข้าน้อย	kʰ aː 2 . n ɔː j 3
ข้าพระพุทธเจ้า	kʰ aː 2 . pʰ r a 3 . pʰ u t̚ 3 . tʰ a 3 . t͡ɕ aː w 2
ข้าพเจ้า	kʰ aː 2 . pʰ a 3 . t͡ɕ aː w 2
ข้าม	kʰ aː m 2
ข้ามชาติ	kʰ aː m 2 . t͡ɕʰ aː t̚ 2
ข้ามน้ำข้ามทะเล	kʰ aː m 2 . n aː m 3 . kʰ aː m 2 . tʰ a 3 . l eː
ข้ามแดน	kʰ aː m 2 . d ɛː n
ข้าราชการ	kʰ aː 2 . r aː t̚ 2 . t͡ɕʰ a 3 . k aː n
ข้าว	kʰ aː w 2
ข้าวกล้อง	kʰ aː w 2 . k l ɔː ŋ 2
ข้าวคลุกกะปิ	kʰ aː w 2 . kʰ l u k̚ 3 . k a 1 . p i ʔ 1
ข้าวต้ม	kʰ aː w 2 . t o m 2
ข้าวผัด	kʰ aː w 2 . pʰ a t̚ 1
ข้าวฟ่าง	kʰ aː w 2 . f aː ŋ 2
ข้าวสวย	kʰ aː w 2 . s u a̯ j 4
ข้าวสาร	kʰ aː w 2 . s aː n 4
ข้าวสาลี	kʰ aː w 2 . s aː 4 . l iː
ข้าวหลาม	kʰ aː w 2 . l aː m 4
ข้าวหลามตัด	kʰ aː w 2 . l aː m 4 . t a t̚ 1
ข้าวเกรียบ	kʰ aː w 2 . k r i a̯ p̚ 1
ข้าวเย็น	kʰ aː w 2 . j e n
ข้าวเหนียว	kʰ aː w 2 . n i a̯ w 4
ข้าวแดงแกงร้อน	kʰ aː w 2 . d ɛː ŋ . k ɛː ŋ . r ɔː n 3
ข้าวโพด	kʰ aː w 2 . pʰ oː t̚ 2
ข้าวโพดคั่ว	kʰ aː w 2 . pʰ oː t̚ 2 . kʰ u a̯ 2
ข้าวโอ๊ต	kʰ aː w 2 . ʔ oː t̚ 3
ข้าศึก	kʰ aː 2 . s ɯ k̚ 1
ข้าเจ้า	kʰ aː 2 . t͡ɕ a w 2
ค	kʰ ɔː
ค.ศ.	kʰ ɔː . s ɔː 4
คค	kʰ o k 3
คง	kʰ o ŋ
คงคลัง	kʰ o ŋ . kʰ l a ŋ
คงคา	kʰ o ŋ . kʰ aː
คงจะ	kʰ o ŋ . t͡ɕ a ʔ 1
คงตัว	kʰ o ŋ . t u a̯
คงที่	kʰ o ŋ . tʰ iː 2
คงอยู่	kʰ o ŋ . j uː 1
คงเดิม	kʰ o ŋ . d ɤː m
คงเส้นคงวา	kʰ o ŋ . s e n 2 . kʰ o ŋ . w aː
คงเหลือ	kʰ o ŋ . l ɯː a 4
คช	kʰ o t̚ 3 . t͡ɕʰ a 3 .
คชสาร	kʰ o t̚ 3 . t͡ɕʰ a 3 . s aː n 4
คชาชาติ	kʰ a 3 . t͡ɕʰ aː . t͡ɕʰ aː t̚ 2
คฑา	kʰ a 3 . tʰ aː
คณบดี	kʰ a 3 . n a 3 . b ɔː . d iː
คณะ	kʰ a 3 . n a ʔ 3
คณะกรรมการ	kʰ a 3 . n a 3 . k a m . m a 3 . k aː n
คณะกรรมการอำนวยการ	kʰ a 3 . n a 3 . k a m . m a 3 . k aː n . ʔ a m . n uː a j . k aː n
คณะทำงาน	kʰ a 3 . n a 3 . tʰ a m . ŋ aː n
คณะผู้แทน	kʰ a 3 . n a 3 . pʰ uː 2 . tʰ ɛː n
คณะรัฐมนตรี	kʰ a 3 . n a 3 . r a t̚ 3 . tʰ a 1 . m o n . t r iː
คณะวิทยาศาสตร์	kʰ a 3 . n a 3 . w i t 3 . tʰ a 3 . j aː . s aː t 1
คณะวิศวกรรมศาสตร์	kʰ a 3 . n a 3 . w i t 3 . s a 1 . w a 3 . k a m . s aː t 1
คณะศึกษาศาสตร์	kʰ a 3 . n a 3 . s ɯ k 1 . s aː 4 . s aː t 1
คณาจารย์	kʰ a 3 . n aː . c aː n
คณาธิปไตย	kʰ a 3 . n aː . tʰ i 3 . p a 1 . t a j
คณิกา	kʰ a 3 . n i 3 . k aː
คณิตศาสตร์	kʰ a 3 . n i t̚ 3 . t a 1 . s aː t̚ 1
คด	kʰ o t̚ 3
คดงอ	kʰ o t 3 . ŋ ɔː
คดี	kʰ a 3 . d iː
คดโกง	kʰ o t̚ 3 . k oː ŋ
คติ	kʰ a 3 . t i ʔ 1
คติชน	kʰ a 3 . t i 1 . t͡ɕʰ o n
คติชาวบ้าน	kʰ a 3 . t i 1 . t͡ɕʰ aː w . b aː n 2
คตินิยม	kʰ a 3 . t i 1 . n i 3 . j o m
คทา	kʰ a 3 . tʰ aː
คน	kʰ o n
คนขับ	kʰ o n . kʰ a p̚ 1
คนงาน	kʰ o n . ŋ aː n
คนต่างด้าว	kʰ o n . t aː ŋ 1 . d aː w 2
คนที	kʰ o n . tʰ iː
คนธรรพ์	kʰ o n . tʰ a n
คนผิวดำ	kʰ o n . pʰ i w 4 . d a m
คนรัก	kʰ o n . r a k̚ 3
คนรับใช้	kʰ o n . r a p̚ 3 . t͡ɕʰ a j 3
คนร้าย	kʰ o n . r aː j 3
คนสวน	kʰ o n . s u a̯ n 4
คนเดียว	kʰ o n . d i a̯ w
คนเรา	kʰ o n . r a w
คนเสมือนไร้ความสามารถ	kʰ o n . s a 1 . m ɯ a̯ n 4 . r a j 3 . kʰ w aː m . s aː 4 . m aː t̚ 2
คนโง่	kʰ o n . ŋ oː 2
คนโท	kʰ o n . tʰ oː
คนใช้	kʰ o n . t͡ɕʰ a j 3
คนในอยากออก คนนอกอยากเข้า	kʰ o n . n a j . j aː k̚ 1 . ʔ ɔː k̚ 1 . kʰ o n . n ɔː k̚ 2 . j aː k̚ 1 . kʰ a w 2
คนใหญ่คนโต	kʰ o n . j a j 1 . kʰ o n . t oː
คนไข้	kʰ o n . kʰ a j 2
คนไข้ใน	kʰ o n . kʰ a j 2 . n a j
คนไทย	kʰ o n . tʰ a j
คนไร้ความสามารถ	kʰ o n . r a j 3 . kʰ w aː m . s aː 4 . m aː t̚ 2
คบ	kʰ o p̚ 3
คบชู้	kʰ o p̚ 3 . t͡ɕʰ uː 3
คบเพลิง	kʰ o p̚ 3 . pʰ l ɤː ŋ
คบไฟ	kʰ o p̚ 3 . f a j
คม	kʰ o m
คมชัด	kʰ o m . c a t 3
คมนาคม	kʰ a 3 . m a 3 . n aː . kʰ o m
ครก	kʰ r o k̚ 3
ครบ	kʰ r o p̚ 3
ครบชุด	kʰ r o p 3 . c u t 3
ครบถ้วน	kʰ r o p 3 . tʰ uː a n 2
ครบรอบ	kʰ r o p̚ 3 . r ɔː p̚ 2
ครรภ์	kʰ a n
ครอง	kʰ r ɔː ŋ
ครอบ	kʰ r ɔː p̚ 2
ครอบครอง	kʰ r ɔː p̚ 2 . kʰ r ɔː ŋ
ครอบครัว	kʰ r ɔː p̚ 2 . kʰ r u a̯
ครอบคลุม	kʰ r ɔː p̚ 2 . kʰ l u m
ครอบงำ	kʰ r ɔː p̚ 2 . ŋ a m
ครับ	kʰ r a p̚ 3
ครับผม	kʰ r a p̚ 3 . pʰ o m 4
ครัว	kʰ r u a̯
ครัวซองต์	kʰ r u a̯ . s ɔ ŋ
ครัวเรือน	kʰ r u a̯ . r ɯ a̯ n
ครั้ง	kʰ r a ŋ 3
ครั้งนั้น	kʰ r a ŋ 3 . n a n 3
ครั้งนี้	kʰ r a ŋ 3 . n iː 3
ครั้งสุดท้าย	kʰ r a ŋ 3 . s u t 1 . tʰ aː j 3
ครั้งหนึ่ง	kʰ r a ŋ 3 . n ɯ ŋ 1
ครั้งแรก	kʰ r a ŋ 3 . r ɛː k 2
ครา	kʰ r aː
คราง	kʰ r aː ŋ
คราด	kʰ r aː t̚ 2
คราบ	kʰ r aː p̚ 2
คราม	kʰ r aː m
คราว	kʰ r aː w
คราส	kʰ r aː t̚ 2
คริปทอน	kʰ r i p̚ 3 . tʰ ɔ n 2
คริสตจักร	kʰ r i t̚ 3 . t a 1 . t͡ɕ a k̚ 1
คริสตอล	kʰ r i t 3 . t ɔː n
คริสตัง	kʰ r i t̚ 3 . s a 1 . t a ŋ
คริสตัล	kʰ r i t 3 . t a n
คริสต์	kʰ r i t̚ 3
คริสต์มาส	kʰ r i s 3 . m aː s 2
คริสต์ศักราช	kʰ r i t̚ 3 . s a k̚ 1 . k a 1 . r aː t̚ 1
คริสเตียน	kʰ r i t̚ 3 . s a 1 . t i a̯ n
ครีบ	kʰ r iː p̚ 2
ครีม	kʰ r iː m
ครีมกันแดด	kʰ r iː m . k a n . d ɛː t̚ 1
ครึกครื้น	kʰ r ɯ k̚ 3 . kʰ r ɯː n 3
ครึ่ง	kʰ r ɯ ŋ 2
ครึ่งวงกลม	kʰ r ɯ ŋ 2 . w o ŋ . k l o m
ครึ่งหนึ่ง	kʰ r ɯ ŋ 2 . n ɯ ŋ 1
ครุ	kʰ r u ʔ 3
ครุฑ	kʰ r u t̚ 3
ครุภัณฑ์	kʰ a 3 . r u 3 . pʰ a n
ครุย	kʰ r u j
ครุศาสตร์	kʰ a 3 . r u 3 . s aː t̚ 1
ครุ่นคิด	kʰ r u n 2 . kʰ i t̚ 3
ครู	kʰ r uː
ครูบาอาจารย์	kʰ r uː . b aː . ʔ aː . t͡ɕ aː n
ครูผู้สอน	kʰ r uː . pʰ uː 2 . s ɔː n 4
ครูใหญ่	kʰ r uː . j a j 1
ครู่	kʰ r uː 2
คร่อม	kʰ r ɔː m 2
คร่า	kʰ r aː 2
คร่าว	kʰ r aː w 2
คร่ำครวญ	kʰ r a m 2 . kʰ r u a̯ n
คร่ำครึ	kʰ r a m 2 . kʰ r ɯ ʔ 3
คร้าน	kʰ r aː n 3
คร้าม	kʰ r aː m 3
คฤหบดี	kʰ a 3 . r ɯ 3 . h a 1 . b ɔː . d iː
คฤหัสถ์	kʰ a 3 . r ɯ 3 . h a t̚ 1
คฤหาสน์	kʰ a 3 . r ɯ 3 . h aː t̚ 1
คลอ	kʰ l ɔː
คลอก	kʰ l ɔː k̚ 2
คลอง	kʰ l ɔː ŋ
คลอด	kʰ l ɔː t̚ 2
คลอน	kʰ l ɔː n
คลอรีน	kʰ l ɔː . r iː n
คละ	kʰ l a ʔ 3
คลัง	kʰ l a ŋ
คลังข้อมูล	kʰ l a ŋ . kʰ ɔː 2 . m uː n
คลังสินค้า	kʰ l a ŋ . s i n 4 . kʰ aː 3
คลับ	kʰ l a p̚ 1
คลั่ง	kʰ l a ŋ 2
คลาด	kʰ l aː t̚ 2
คลาดเคลื่อน	kʰ l aː t̚ 2 . kʰ l ɯ a̯ n 2
คลาน	kʰ l aː n
คลาย	kʰ l aː j
คลาส	kʰ l aː s 2
คลำ	kʰ l a m
คลิก	kʰ l i k̚ 3
คลิตอริส	kʰ l i 3 . t ɔː . r i s 3
คลินิก	kʰ l i 3 . n i k̚ 1
คลี่	kʰ l iː 2
คลื่น	kʰ l ɯː n 2
คลื่นความถี่	kʰ l ɯː n 2 . kʰ w aː m . tʰ iː 1
คลื่นวิทยุ	kʰ l ɯː n 2 . w i t 3 . tʰ a 3 . j u 3
คลื่นสั้น	kʰ l ɯː n 2 . s a n 2
คลื่นแม่เหล็กไฟฟ้า	kʰ l ɯː n 2 . m ɛː 2 . l e k 1 . f a j . f aː 3
คลื่นใต้น้ำ	kʰ l ɯː n 2 . t a j 2 . n aː m 3
